dsi_part1_call5 | К сожалению, мои дни управления производством лично давно позади.  Мне нужен начальник цеха, кто-то, кто будет контролировать повседневные операции для меня.  И мои годы опыта научили меня распознавать талант, когда я его вижу.
dsi_part1_call6 | Вот мое предложение.  Я предоставлю заводскую станцию и стартовый капитал, чтобы вы были полностью профинансированы.  Вы создадите производственный объект для меня и будете контролировать повседневные операции, производя детали для Проекта Андромеда по их спецификациям.
dsi_part1_call7 | Мы разделим прибыль 50/50.
dsi_part1_call8 | И поверьте мне, когда я говорю, что всем хватит.
dsi_part1_callfromrep1 | Это сообщение для A.J.E FOUNDRY.  Мы получили ваши образцы и можем сообщить, что они с запасом прошли наши инженерные допуски.  Вы официально утверждены как лицензированные промышленные партнеры и теперь можете производить все элементы из нашего проектного манифеста.
dsi_part1_callfromrep2 | Партии готовых деталей теперь могут быть отправлены в Проект Андромеда через Рынок. Вы обнаружите, что наши покупатели готовы выделить средства за любые детали, произведенные по спецификации.
dsi_part1_callfromrep3 | Спасибо за ваши усилия, и удачи.
dsi_part1_debrief1 | Фантастическая работа, Капитан.  У меня были высокие ожидания, но процесс прошел даже более гладко, чем я надеялся.  Мы заявили о себе Проекту Андромеда, но это только начало.
dsi_part1_debrief2 | Более поздние фазы этого проекта, несомненно, будут намного более сложными.  Но мы идеально позиционированы, чтобы извлечь выгоду из этой возможности.  И есть много возможностей.
dsi_part1_debrief3 | За этим мегапроектом стоят личности с богатством и ресурсами, намного превосходящими мое понимание.  Но их амбиции намного превосходят возможности других кораблей и людей в этом секторе.  Им понадобится наша помощь.
dsi_part1_debrief4 | Мы можем сделать короткий перерыв, и я позвоню вам, когда буду готов начать работу над следующей фазой проекта Звездные Врата. Вы можете захотеть остановить часть вашего оборудования на это время, мы не хотим ничего тратить впустую!
dsi_part1_debrief5 | До свидания!
dsi_part1_installsmelter1 | Нам нужно навести порядок, но ничего не нужно терять.  Мы можем переработать все сырьевые материалы, найденные на этой станции.
dsi_part1_installsmelter2 | Среди упакованного оборудования есть промышленная плавильная печь.  Установите её и запустите, затем настройте на переработку всего металлолома.  Это даст нам ранний запас Железных Слитков.  Критически важный ресурс для производства чего угодно.
dsi_part1_manufactureframes1 | Если я могу обратить ваше внимание на эту схему, выпущенную Проектом Андромеда.  Вы можете видеть, что это на самом деле довольно простая деталь.  Это просто структурный каркас, на который они будут строить все остальное.
dsi_part1_manufactureframes2 | Мы можем производить эти детали всего в два этапа из Железных Слитков.  Я оставил упакованный Фабрикатор и Сборочный Стол на станции.  Установите их рядом друг с другом, желательно рядом с Железными Слитками.
dsi_part1_manufactureframes3 | Как только они будут установлены, настройте Фабрикатор на производство Рам, затем настройте Сборочный Стол на специализацию их в готовые Рамы Звездных Врат.  Это простые вещи, но в конечном итоге нам понадобится огромная пропускная способность.
dsi_part1_manufactureframes4 | Они хотят, чтобы мы предоставили начальную партию из 10 Рам Звездных Врат для сертификации.  Они проверят нашу работу, и мы будем утверждены как официальные партнеры в Проекте Андромеда.
dsi_part1_manufactureframes5 | Это не должно занять слишком много времени.  Если у вас закончится металл, помните, что вы можете переработать больше разрушенного оборудования вокруг объекта.
dsi_part1_objective_accept | Принять предложение Александра
dsi_part1_objective_addcrew | Добавить Экипаж на станцию
dsi_part1_objective_callx | Позвонить Александру о производственном объекте
dsi_part1_objective_dismantleequipment | Разобрать разрушенное оборудование
dsi_part1_objective_installairduct | Установить Воздуховод
dsi_part1_objective_installassemblytab | Установить Сборочный Стол
dsi_part1_objective_installfabricator | Установить Фабрикатор
dsi_part1_objective_installreactor | Установить Реактор
dsi_part1_objective_installsmelter | Установить Плавильную Печь
dsi_part1_objective_manufactureframes | Произвести Рамы Звездных Врат [*X/10]
dsi_part1_objective_pressurisefacility | Герметизировать Объект [*X%]
dsi_part1_objective_produceframes | Произвести 200 Рам Звездных Врат [*X/200]
dsi_part1_objective_scaleupproduction | Масштабировать производство
dsi_part1_objective_sellframes | Продать Рамы Звездных Врат [*X/200]
dsi_part1_objective_setassemblytab | Настроить Сборочный Стол на Рамы Звездных Врат
dsi_part1_objective_setfabricator | Настроить Фабрикатор на Рамы
dsi_part1_objective_setsmelter | Настроить Плавильную Печь на Металлолом
dsi_part1_objective_smeltmetallicminerals | Начать плавку Железной Руды [*X/200]
dsi_part1_objective_storeingots | Хранить Железные Слитки рядом с Плавильной Печью [*X/10]
dsi_part1_objective_storescrap | Хранить металлолом рядом с Плавильной Печью [*X/10]
dsi_part1_openstargatescreen | Отлично.  Давайте посмотрим на Манифест, о котором он упомянул, и посмотрим, что требуется дальше.
dsi_part1_payx1 | Я знал, что это будет очень прибыльным предприятием для нас.  Проект Андромеда настолько отчаянно нуждается в надежных производственных мощностях, что они платят целое состояние.
dsi_part1_payx2 | Теперь выручка от продаж будет идти через вас.  Но помните наше соглашение.  50/50.  Я вложил много капитала, чтобы довести нас до этого момента, и мне нужно начать видеть отдачу.
dsi_part1_payx3 | Каждый раз, когда вы продаете партию деталей Проекту Андромеда, вы будете должны мне половину выручки.  Я был бы признателен, если бы вы платили оперативно.
dsi_part1_phase2_xcall1 | Похоже, это просто крупный заказ детали, которую мы уже предоставили.  Нам нужно изготовить еще 200 Рам Звездных Врат.  Мы уже производим их, но нам нужно масштабировать производство, иначе это займет вечность.
dsi_part1_phase2_xcall2 | Я выделяю вам часть стартового капитала.  $600,000 должно быть достаточно для покупки всего оборудования, необходимого для масштабирования.  Помните, это не подарок.  Я все еще владею этой станцией и всем оборудованием на борту.
dsi_part1_phase2_xcall3 | Я предлагаю вам купить больше Плавильных Печей, больше Фабрикаторов и больше Сборочных Столов.  По крайней мере, по паре каждого.  Все это оборудование потребует больше энергии, поэтому вам нужно будет расширить энергосеть большим количеством Реакторов и Батарей, чтобы справиться.  И вам понадобится больше экипажа для выполнения работы.
dsi_part1_phase2_xcall4 | Если у вас закончатся Железные Слитки, вы сможете купить сырье на Рынке.  Обычно вы можете купить больше Металлолома, но вы также найдете Железную Руду на продажу, которую также можно переплавить в Железные Слитки.
dsi_part1_setupcall1 | Замечательные новости. Я очень рад, что вы согласились стать партнером со мной в этом. Моя заводская космическая станция находится на позиции поблизости, готовая для использования в качестве нашей базы операций.
dsi_part1_setupcall2 | Это A.J.E Foundry.  Замечательный промышленный объект, идеальный для наших нужд.  Мне просто нужно предоставить вам некоторые коды доступа, чтобы вы могли взять контроль над объектом.
dsi_part1_setupcall3 | Посмотрите на это.  Годами я производил двигатели и гипердвигатели прямо здесь, для каждого флота, проходившего через сектор.  Он действительно пришел в запустение.
dsi_part1_setupcall4 | Ваша первая работа - отправить минимальный экипаж и установить базовую генерацию энергии и жизнеобеспечение.  Я попросил предыдущий экипаж упаковать часть пригодного оборудования.  Вы должны обнаружить, что детали, которые вам нужны, уже на складе.
dsi_part1_setupstorage1 | Эффективность будет ключом к тому, чтобы этот объект приносил прибыль.  Настройте зону хранения для металлолома рядом с вашей Плавильной Печью и еще одну для Железных Слитков, которые выходят.  Наш экипаж будет тратить гораздо меньше времени на транспортировку товаров на большие расстояния.
dsi_part1_stationname | A.J.E Foundry
dsi_part1_title | Промышленники Дальнего Космоса
dsi_part2_action_accept | Позвонить X
dsi_part2_action_askaboutisotopes | Спросить о Стабильных Изотопах
dsi_part2_action_buyship | Купить Gas Capture
dsi_part2_action_takecontrol | Взять контроль над станцией
dsi_part2_actuatorsintro1 | Я предлагаю расширить и модернизировать Станцию в горнодобывающий объект.  Если мы установим Двигатели, мы сможем переместиться к богатой астероидной жиле, затем Шахтерские Лазеры и Логистические Дроны дадут нам возможность добывать необходимое сырье.
dsi_part2_actuatorsintro2 | Приводы Звездных Врат изготавливаются на Сборочном Столе как обычно, и для них требуется Рама Звездных Врат и Двигатель. Двигатели можно изготовить в фабрикаторах.
dsi_part2_actuatorsintro3 | Вам нужно будет добыть Железную Руду и Медную Руду, затем переплавить эти материалы в слитки в массиве Плавильных Печей.  Затем вы можете изготовить Двигатели и Рамы, и наконец собрать их в Приводы Звездных Врат.
dsi_part2_actuatorsintro4 | Я выделю еще немного стартового капитала для покрытия расходов на модернизацию, но вы можете позаботиться о деталях.
dsi_part2_actuatorsintro5 | И последнее, Капитан.  Я уверен, вы заметили, что мы здесь не совсем окружены астероидами.  Я предлагаю вам соединить станцию с одним из ваших кораблей, способных к гиперпрыжкам, и переместить их обоих в подходящее место для добычи.  Вы можете оставить станцию там выполнять свою работу.
dsi_part2_advertisement | Капитан, я думаю, пришло время возобновить работу над контрактом Звездные Врата.  Я заглянул вперед, и следующая фаза - это огромный шаг вперед.  Позвоните мне, когда будете готовы продолжить работу.
dsi_part2_firstpartcomplete | Отличная работа, Капитан.  Вовремя и по спецификации, как обычно.  У Проекта Андромеда теперь достаточно этого элемента, так что вы можете остановить производство и сэкономить энергию и материалы.
dsi_part2_introcall1 | С возвращением, Капитан.  Я изучал схемы, опубликованные Проектом Андромеда, и следующая фаза потребует огромной модернизации наших мощностей.
dsi_part2_introcall2 | Однако ничто из того, что они просят нас произвести, не является невозможным, и у меня есть сильный личный интерес увидеть завершение этого проекта.  Чем скорее, тем лучше.
dsi_part2_introcall3 | Проект Андромеда выпустил спецификации для трех различных компонентов.  Нам нужно произвести большие количества всех трех для завершения этой фазы, и каждый потребует различной промышленной установки.
dsi_part2_introcall4 | Первая деталь - это Привод Звездных Врат.  Это то, что мы можем произвести на нашей существующей заводской станции, хотя это более сложная производственная цепочка.  На Рынке не будет достаточно ресурсов, поэтому нам придется добывать минералы в местном поясе.
dsi_part2_introcall6 | Вторая деталь - это химическое соединение, которое они называют Смолой Звездных Врат.  Она синтезируется в Химической Лаборатории, но сначала нам нужны огромные объемы Газа Метреона.  Он встречается только в туманностях дальнего космоса.
dsi_part2_introcall7 | Я думаю купить подходящий корабль на Верфи, а затем преобразовать его в специализированный объект для захвата и переработки газа.  Рядом есть хороший корабль.  Вы можете купить его от моего имени, а затем настроить его, и мы оставим его в богатом газовом облаке и оставим работать.
dsi_part2_introcall8 | Последнее требование - несколько бочек Стабильных Изотопов.  Они легко захватываются во время обычного гиперпутешествия.  Я думаю, вы можете позаботиться об этом сами, но при необходимости я могу объяснить вам это.
dsi_part2_introcall9 | Время сейчас решает все, Капитан.  Все три детали нужно произвести, и я тороплюсь больше, чем вы можете себе представить.  Держите меня в курсе!
dsi_part2_isotopesintro1 | Нам нужно произвести 100 Стабильных Изотопов. Это химическое соединение, которое мы должны синтезировать и доставить в бочках Проекту Андромеда.
dsi_part2_isotopesintro2 | Это не слишком сложно.  Начинается с Гиперпространственного Совка, или нескольких в идеале, которые вы можете установить на свои корабли.  Каждый раз, когда вы совершаете гиперпрыжок, вы будете собирать больше, проходя через гиперпространство.  Затем вы можете направить эти изотопы в Химический Завод и преобразовать их в Стабильные Изотопы.
dsi_part2_isotopesintro3 | Заключительный этап - установить Погрузчик или два и установить их в режим 'РАЗГРУЗКА'.  Это даст указание вашему экипажу упаковать стабильные изотопы в бочки и хранить их в грузовом отсеке, чтобы вы могли легко продавать их на Рынке.
dsi_part2_objective_actuators | Произвести Приводы Звездных Врат [*X/250]
dsi_part2_objective_buygasfuselage | Купить корабль Gas Capture
dsi_part2_objective_collectgas | Начать сбор Газа Метреона [*X/100]
dsi_part2_objective_collectisotopes | Начать сбор Гиперпространственных Изотопов [*X/100]
dsi_part2_objective_copperingots | Начать плавку Медных Слитков [*X/100]
dsi_part2_objective_installdrones | Установить логистических дронов
dsi_part2_objective_installengines | НЕОБЯЗАТЕЛЬНО: Установить двигатели в A.J.E Foundry
dsi_part2_objective_installlasers | Установить шахтерские лазеры
dsi_part2_objective_installscoop | Установить Гиперпространственный Совок
dsi_part2_objective_isotopes | Произвести Стабильные Изотопы [*X/100]
dsi_part2_objective_minecopper | Начать добычу медной руды [*X/100]
dsi_part2_objective_mineminerals | Начать добычу железной руды [*X/100]
dsi_part2_objective_producemotors | Начать изготовление Двигателей [*X/100]
dsi_part2_objective_refinegas | Начать переработку Метреона [*X/100]
dsi_part2_objective_resin | Произвести Смолу Звездных Врат [*X/250]
dsi_part2_objective_sellreminder | Продайте произведенные детали, чтобы отправить их в проект Звездные Врата
dsi_part2_objective_takecontrol | Взять контроль над A.J.E Foundry
dsi_part2_objective_traveltonebula | Доставить Газосборник в Туманность
dsi_part2_objective_unloadisotopes | Начать разгрузку бочек со Стабильными Изотопами [*X/10]
