mission_passengers_alldelivered | Вот и все, все пассажиры на борту вашего корабля. Счастливого пути, командир.
mission_passengers_collection | Собрать всех пассажиров
mission_passengers_delivery | *X из *Y пассажиров на борту.
mission_passengers_description | Есть группа из *X гражданских, которые ищут безопасный транзит.
mission_passengers_descriptionfurther | Их место назначения находится в *Y Прыжках Между Секторами, в Секторе *X.
mission_passengers_destination | Их место назначения находится в этом Секторе. Высадите их в Звездной Системе S*X.
mission_passengers_location | Перевезти пассажиров к месту назначения
mission_passengers_lost | *X пассажиров не прибыли в пункт назначения благополучно.
mission_passengers_received | *X пассажиров из *Y благополучно прибыли к месту назначения. Общая причитающаяся оплата $*Z.
mission_passengers_requirements | Вашему кораблю понадобится достаточно свободных кают на вашей жилой палубе.
mission_passengers_shuttle | Они сейчас направляются к вам и скоро пристыкуются.
mission_passengers_success | Перевезено *X из *Y пассажиров
mission_passengers_title | Срочный запрос на перевозку пассажиров
mission_passengers_titlefurther | Пассажирам требуется транспортировка между секторами
mission_passengers_turnin | Добро пожаловать! Мы отправили челнок для сбора пассажиров.
mission_passengers_wrongdestination | Пассажиры были высажены совершенно не в том месте! Вам не заплатят за них.
mission_payment | Оплата составит $*X.
mission_paymentcash | ОПЛАТА *X
mission_paymentinflation | (Клиент предлагает в *X раз больше денег, чем обычно)
mission_paymentinflationpercent | (Клиент предлагает на *X% больше денег, чем обычно)
mission_paymenttitle | Оплата
mission_production_available | У вас есть *X стопок R*Y, доступных для передачи в вашем флоте (Нам нужно *Z)
mission_production_description1 | У нас есть срочная потребность в *X стопках R*Y.
mission_production_description2 | Вы можете выбрать производство продукта из сырья или приобрести его каким-то другим способом.
mission_production_marketprice | Рыночная цена этих предметов составит $*X.
mission_production_markup | (Мы предлагаем на *X% выше рыночной цены из-за срочной потребности).
mission_production_nomore | В вашем флоте больше нет доступных R*X.
mission_production_received | Мы получили *X стопок R*Y из общего количества *Z.
mission_production_success | Предоставлено *X/*Y предметов
mission_production_title | Производственный Контракт: Произвести ресурсы
mission_recovered | ВОССТАНОВЛЕНО
mission_refugees_alldelivered | Все беженцы на борту. Желаем вам удачи, командир.
mission_refugees_description | У нас здесь живут *X гражданских, которым некуда идти и нет возможности сбежать от пустоты, прежде чем она прибудет.
mission_refugees_description2 | Найдите для них место в вашем флоте, позаботьтесь о них, и мы будем вечно благодарны.
mission_refugees_received | *X из *Y пассажиров на борту. Общая оплата $*Z.
mission_refugees_requirements | Вашему кораблю понадобится достаточно свободных кают на вашей жилой палубе.
mission_refugees_title | Взять постоянных беженцев под вашу опеку
mission_requirement_failed | [ПРОВАЛЕНО]
mission_requirement_passed | [ПРОЙДЕНО]
mission_requires_cabinspace | Контракт требует как минимум *X свободных кают
mission_requires_combatrating | Вам требуется Боевой Рейтинг как минимум *X
mission_requires_combatvessel | Контракт требует вооруженный боевой корабль
mission_requires_equipment | Контракт требует Оборудование : *X
mission_requires_humanitarianrating | Вам требуется Гуманитарный Рейтинг как минимум *X
mission_requires_industryrating | Вам требуется Промышленный Рейтинг как минимум *X
mission_requires_logisticsrating | Вам требуется Логистический Рейтинг как минимум *X
mission_requires_notindemo | Недоступно для демо-игроков
mission_requires_stock | Контракт требует *X
mission_requires_stock_count | Контракт требует *Y *X
mission_rescue_accepted | Мы отметили местоположение разбитого корабля на вашей карте. Пожалуйста, поторопитесь!
mission_rescue_allrescued | Весь экипаж спасен с корабля! Высадите их на ближайшей звездной базе или колонии.
mission_rescue_description1 | Корабль застрял с проблемами двигателя, и экипажу требуется немедленное спасение.
mission_rescue_description2 | Поврежденный корабль находится поблизости в системе S*X. Поторопитесь!
mission_rescue_description2b | Корабль находится в следующем секторе.
mission_rescue_description3 | На борту *X членов экипажа, и они должны быть благополучно высажены где-то поблизости.
mission_rescue_destroyed | Ядро двигателя корабля взорвалось.
mission_rescue_hostiles | В этой области есть вражеские силы. (+50% оплата)
mission_rescue_location | Отправиться к застрявшему кораблю
mission_rescue_lost | *X членов экипажа не прибыли благополучно.
mission_rescue_meteors | Есть сообщения о метеоритном дожде в этой области. (+25% оплата).
mission_rescue_received | *X членов экипажа из *Y благополучно добрались. Общая причитающаяся оплата $*Z.
mission_rescue_requirements | Вам потребуется как минимум четыре маневровых двигателя для успешной стыковки с поврежденным кораблем.
mission_rescue_rescued | *X членов экипажа из *Y были спасены и находятся на борту.
mission_rescue_spin | Корабль бесконтрольно вращается. Будет очень сложно пристыковаться. (+25% оплата)
mission_rescue_thrust | Корабль движется - вам понадобится некоторое мастерство для безопасной стыковки. (+25% оплата)
mission_rescue_timed | Двигатели корабля скоро взорвутся. (+25% оплата).
mission_rescue_timer | Ядро двигателя корабля взорвется всего через *X секунд!!
mission_rescue_title | Спасти гражданских с разбитого корабля
mission_reward | ОПЛАТА
mission_sectordestory_success | ВРАГИ УСТРАНЕНЫ
mission_sectordestroy_desc1 | Вражеские силы обосновались в этом секторе. Они мешают нашей эвакуации и крадут жизненно важные ресурсы.
mission_sectordestroy_desc2 | Мы хотим, чтобы вы посетили каждую локацию, отмеченную ВРАГИ на карте.
mission_sectordestroy_desc3 | Уничтожьте все вражеские корабли, которые найдете в этих локациях.
mission_sectordestroy_map | Уничтожить врагов [*X/*Y]
mission_sectordestroy_payment | Оплата в размере $*X будет произведена после очистки каждой локации, на общую сумму $*Y.
mission_sectordestroy_progress | Очищено *X из *Y систем
mission_sectordestroy_system | Вы уничтожили вражеские силы в системе S*X. Оплата в размере $*Y идет к вам.
mission_sectordestroy_title | ЗАДАЧА СЕКТОРА: Уничтожить все вражеские силы
mission_sectorevacuate_arrived | *X пассажиров из *Y благополучно прибыли к месту назначения. Общая оплата $*Z.
mission_sectorevacuate_description | В секторе застряли *X гражданских, у которых нет возможности сбежать от грядущей катастрофы.
mission_sectorevacuate_description2 | Отправляйтесь в их звездные системы и заберите их, временно разместите их в вашем флоте.
mission_sectorevacuate_description3 | Перевезите их безопасно в следующий сектор и высадите на первой звездной базе, чтобы выполнить задачу.
mission_sectorevacuate_died | *X гражданских были убиты во время эвакуации.
mission_sectorevacuate_finished | Спасибо за ваши усилия, командир.
mission_sectorevacuate_lost | *X пассажиров не прибыли в пункт назначения благополучно.
mission_sectorevacuate_map | Эвакуировать гражданских [*X/*Y]
mission_sectorevacuate_payment | Общая оплата за спасение всех *X гражданских составит $*Y
mission_sectorevacuate_received | Собрано *X из *Y гражданских.
mission_sectorevacuate_requirements | Вашему кораблю понадобится достаточно свободных кают на вашей жилой палубе.
mission_sectorevacuate_requirements2 | (Вы можете расширить вашу жилую палубу на Верфи с помощью Редактора Кораблей)
mission_sectorevacuate_title | ЗАДАЧА СЕКТОРА: Эвакуировать застрявших гражданских
mission_sectorjumpgate_damage | Прыжковые Врата повреждены и должны быть отремонтированы и перенастроены.
mission_sectorjumpgate_description1 | У Прыжковых Врат в конце этого сектора есть некоторые требования, прежде чем их можно будет использовать.
mission_sectorjumpgate_hostiles | Уничтожить вражескую блокаду
